"stock_code","stock_name","market","industry_code","industry_name","source_url","source_as_of","synced_at","close_price","change_val","change_pct","volume","quote_date"
"4126",太醫,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",80.2,+0.00,+0.00%,100702,"2026-04-13"
"4127",天良,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",36.0,-0.30,-0.83%,53212,"2026-04-13"
"4128",中天,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",16.95,+0.05,+0.30%,935333,"2026-04-13"
"4129",聯合,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",101.5,-1.00,-0.98%,289067,"2026-04-13"
"4130",健亞,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",33.6,-0.45,-1.32%,4422839,"2026-04-13"
"4131",浩泰,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",35.95,+0.35,+0.98%,203316,"2026-04-13"
"4138",曜亞,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",62.9,+0.40,+0.64%,33508,"2026-04-13"
"4139",馬光-KY,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",25.05,-0.05,-0.20%,14037,"2026-04-13"
"4147",中裕,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",53.8,-1.20,-2.18%,710664,"2026-04-13"
"4153",鈺緯,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",32.3,-0.25,-0.77%,169450,"2026-04-13"
"4154",樂威科-KY,TPEX_OTC,"20",其他,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",13.3,-1.15,-7.96%,45229,"2026-04-13"
"4157",太景*-KY,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",10.55,-0.70,-6.22%,3895163,"2026-04-13"
"4160",訊聯基因,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",45.0,-0.50,-1.10%,42322,"2026-04-13"
"4161",聿新科,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",24.65,+0.10,+0.41%,55055,"2026-04-13"
"4162",智擎,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",58.6,+1.40,+2.45%,273289,"2026-04-13"
"4163",鐿鈦,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",108.0,-1.50,-1.37%,16228,"2026-04-13"
"4166",友霖,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",25.3,-0.10,-0.39%,110250,"2026-04-13"
"4167",松瑞藥,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",19.95,-0.50,-2.44%,1457225,"2026-04-13"
"4168",醣聯,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",23.3,+0.50,+2.19%,155735,"2026-04-13"
"4171",瑞基,TPEX_OTC,"33",農業科技業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",18.35,-0.25,-1.34%,86132,"2026-04-13"
"4173",久裕,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",20.45,-0.15,-0.73%,356457,"2026-04-13"
"4174",浩鼎,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",37.65,-0.35,-0.92%,357610,"2026-04-13"
"4175",杏一,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",55.1,-0.70,-1.25%,32556,"2026-04-13"
"4183",福永生技,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",15.4,-0.60,-3.75%,9001,"2026-04-13"
"4188",安克,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",12.1,+0.10,+0.83%,14051,"2026-04-13"
"4192",杏國,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",20.5,+0.05,+0.24%,5391,"2026-04-13"
"4198",欣大健康,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",39.3,-1.60,-3.91%,5137,"2026-04-13"
"4205",中華食,TPEX_OTC,"02",食品工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",76.5,-0.20,-0.26%,24468,"2026-04-13"
"4207",環泰,TPEX_OTC,"02",食品工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",17.95,-0.05,-0.28%,373785,"2026-04-13"
"4303",信立,TPEX_OTC,"03",塑膠工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",54.1,+0.50,+0.93%,431950,"2026-04-13"
"4304",勝昱,TPEX_OTC,"03",塑膠工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",27.5,+0.50,+1.85%,53105,"2026-04-13"
"4305",世坤,TPEX_OTC,"03",塑膠工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",43.5,-0.30,-0.68%,6021,"2026-04-13"
"4401",東隆興,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",14.8,+0.00,+0.00%,91459,"2026-04-13"
"4402",郡都開發,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",16.8,-0.20,-1.18%,55581,"2026-04-13"
"4406",新昕纖,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",9.98,-0.07,-0.70%,9000,"2026-04-13"
"4413",飛寶企業,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",17.7,+0.35,+2.02%,4005,"2026-04-13"
"4416",三圓,TPEX_OTC,"14",建材營造,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",12.75,+0.05,+0.39%,269010,"2026-04-13"
"4417",金洲,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",48.35,-2.25,-4.45%,728529,"2026-04-13"
"4419",皇家美食,TPEX_OTC,"16",觀光餐旅,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",45.9,+1.20,+2.68%,1963,"2026-04-13"
"4420",光明,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",45.5,+3.75,+8.98%,190494,"2026-04-13"
"4430",耀億,TPEX_OTC,"20",其他,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",17.8,-0.05,-0.28%,11064,"2026-04-13"
"4432",銘旺實,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",15.3,-0.10,-0.65%,34006,"2026-04-13"
"4433",興采,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",20.15,-0.25,-1.23%,50445,"2026-04-13"
"4442",竣邦-KY,TPEX_OTC,"04",紡織纖維,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",61.0,+0.20,+0.33%,25183,"2026-04-13"
"4502",健信,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",15.85,+0.00,+0.00%,11407,"2026-04-13"
"4503",金雨,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",41.65,+1.35,+3.35%,258879,"2026-04-13"
"4506",崇友,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",121.5,+1.00,+0.83%,79009,"2026-04-13"
"4510",高鋒,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",41.5,+0.55,+1.34%,711699,"2026-04-13"
"4513",福裕,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",16.2,-0.10,-0.61%,253674,"2026-04-13"
"4523",永彰,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",30.3,+0.60,+2.02%,321385,"2026-04-13"
"4527",方方土霖,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",43.25,+0.20,+0.46%,21185,"2026-04-13"
"4528",江興鍛,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",17.0,+0.00,+0.00%,22721,"2026-04-13"
"4529",淳紳,TPEX_OTC,"20",其他,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",3.17,+0.00,+0.00%,22021,"2026-04-13"
"4530",宏易,TPEX_OTC,"16",觀光餐旅,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",28.1,+0.25,+0.90%,17795,"2026-04-13"
"4533",協易機,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",29.65,+0.40,+1.37%,1267430,"2026-04-13"
"4534",慶騰,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",29.4,+2.65,+9.91%,5042828,"2026-04-13"
"4535",至興,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",28.3,+0.00,+0.00%,12004,"2026-04-13"
"4538",大詠城,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",18.75,-0.05,-0.27%,19039,"2026-04-13"
"4541",晟田,TPEX_OTC,"20",其他,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",46.35,+1.60,+3.58%,1394392,"2026-04-13"
"4542",科嶠,TPEX_OTC,"28",電子零組件業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",173.0,+2.00,+1.17%,997158,"2026-04-13"
"4543",萬在,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",34.8,+0.40,+1.16%,759868,"2026-04-13"
"4549",桓達,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",98.3,+1.80,+1.87%,164257,"2026-04-13"
"4550",長佳,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",24.7,+0.00,+0.00%,5803,"2026-04-13"
"4554",橙的,TPEX_OTC,"31",其他電子業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",29.2,+0.20,+0.69%,45384,"2026-04-13"
"4556",旭然,TPEX_OTC,"20",其他,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",27.0,-0.50,-1.82%,56442,"2026-04-13"
"4558",寶緯,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",19.35,+0.35,+1.84%,86130,"2026-04-13"
"4561",健椿,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",31.65,-0.30,-0.94%,75206,"2026-04-13"
"4563",百德,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",40.25,+0.50,+1.26%,109474,"2026-04-13"
"4568",科際精密,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",,"","",810,"2026-04-13"
"4577",達航科技,TPEX_OTC,"31",其他電子業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",140.0,+12.50,+9.80%,1087963,"2026-04-13"
"4580",捷流閥業,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",80.2,+0.40,+0.50%,38947,"2026-04-13"
"4584",君帆,TPEX_OTC,"05",電機機械,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",42.6,+0.60,+1.43%,15790,"2026-04-13"
"4609",唐鋒,TPEX_OTC,"38",居家生活,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",4.71,-0.29,-5.80%,25006,"2026-04-13"
"4702",中美實,TPEX_OTC,"38",居家生活,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",9.99,-0.06,-0.60%,83966,"2026-04-13"
"4706",大恭,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",30.6,-0.40,-1.29%,18227,"2026-04-13"
"4707",磐亞,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",13.35,+0.75,+5.95%,8650689,"2026-04-13"
"4711",永純,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",15.25,+0.00,+0.00%,38774,"2026-04-13"
"4714",永捷,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",14.3,-0.35,-2.39%,1037872,"2026-04-13"
"4716",大立,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",15.75,+1.40,+9.76%,1844946,"2026-04-13"
"4721",美琪瑪,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",81.0,+2.80,+3.58%,4374979,"2026-04-13"
"4726",永昕,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",30.1,-0.50,-1.63%,332098,"2026-04-13"
"4728",雙美,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",404.0,+19.50,+5.07%,7051,"2026-04-13"
"4729",熒茂,TPEX_OTC,"26",光電業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",19.8,+0.20,+1.02%,121056,"2026-04-13"
"4735",豪展,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",31.3,+0.00,+0.00%,16598,"2026-04-13"
"4741",泓瀚,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",55.0,+3.50,+6.80%,735491,"2026-04-13"
"4743",合一,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",53.2,+0.30,+0.57%,1341975,"2026-04-13"
"4744",皇將,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",33.55,+0.35,+1.05%,867018,"2026-04-13"
"4745",合富-KY,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",19.8,-0.40,-1.98%,1469963,"2026-04-13"
"4747",強生製藥,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",56.0,+1.70,+3.13%,60875,"2026-04-13"
"4749",新應材,TPEX_OTC,"24",半導體業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",919.0,+26.00,+2.91%,3040909,"2026-04-13"
"4754",國碳科,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",37.4,+0.25,+0.67%,38390,"2026-04-13"
"4760",勤凱科技,TPEX_OTC,"31",其他電子業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",270.0,+17.00,+6.72%,2617288,"2026-04-13"
"4767",誠泰科技,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",26.0,+0.50,+1.96%,39177,"2026-04-13"
"4768",晶呈科技,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",492.5,+10.50,+2.18%,2261876,"2026-04-13"
"4772",台特化,TPEX_OTC,"21",化學工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",294.5,-1.50,-0.51%,1695993,"2026-04-13"
"4804",大略-KY,TPEX_OTC,"16",觀光餐旅,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",3.27,-0.36,-9.92%,456812,"2026-04-13"
"4806",桂田文創,TPEX_OTC,"32",文化創意業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",11.0,-0.10,-0.90%,1246,"2026-04-13"
"4903",聯光通,TPEX_OTC,"27",通信網路業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",48.2,+0.70,+1.47%,8197026,"2026-04-13"
"4905",台聯電,TPEX_OTC,"27",通信網路業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",81.3,-2.20,-2.63%,45979,"2026-04-13"
"4907",富宇,TPEX_OTC,"14",建材營造,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",41.3,-0.70,-1.67%,47995,"2026-04-13"
"4908",前鼎,TPEX_OTC,"27",通信網路業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",141.5,+12.50,+9.69%,8290324,"2026-04-13"
"4909",新復興,TPEX_OTC,"27",通信網路業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",59.4,-0.70,-1.16%,2209878,"2026-04-13"
"4911",德英,TPEX_OTC,"22",生技醫療業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",37.7,-0.20,-0.53%,27216,"2026-04-13"
"4923",力士,TPEX_OTC,"24",半導體業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",36.0,+0.55,+1.55%,54780,"2026-04-13"
"4924",欣厚-KY,TPEX_OTC,"25",電腦及週邊設備業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",10.35,+0.60,+6.15%,320885,"2026-04-13"
"4931",新盛力,TPEX_OTC,"25",電腦及週邊設備業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",140.5,+5.00,+3.69%,4691075,"2026-04-13"
"4933",友輝,TPEX_OTC,"26",光電業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",60.7,+0.30,+0.50%,134288,"2026-04-13"
"4939",亞電,TPEX_OTC,"28",電子零組件業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",31.75,+0.75,+2.42%,2948724,"2026-04-13"
"4946",辣椒,TPEX_OTC,"32",文化創意業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",108.5,-2.00,-1.81%,100673,"2026-04-13"
"4950",金耘國際,TPEX_OTC,"10",鋼鐵工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",15.9,-0.75,-4.50%,9142,"2026-04-13"
"4951",精拓科,TPEX_OTC,"24",半導體業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",70.5,-0.90,-1.26%,76141,"2026-04-13"
"4953",緯軟,TPEX_OTC,"30",資訊服務業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",116.5,+0.50,+0.43%,239385,"2026-04-13"
"4966",譜瑞-KY,TPEX_OTC,"24",半導體業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",520.0,-13.00,-2.44%,1179789,"2026-04-13"
"4971",IET-KY,TPEX_OTC,"24",半導體業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",678.0,+31.00,+4.79%,460481,"2026-04-13"
"4972",湯石照明,TPEX_OTC,"26",光電業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",17.1,-0.05,-0.29%,70298,"2026-04-13"
"4973",廣穎電通,TPEX_OTC,"24",半導體業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",79.8,+1.50,+1.92%,7630816,"2026-04-13"
"4974",亞泰,TPEX_OTC,"28",電子零組件業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",70.1,+0.00,+0.00%,150473,"2026-04-13"
"4979",華星光,TPEX_OTC,"27",通信網路業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",465.0,+15.50,+3.45%,2933216,"2026-04-13"
"4987",科誠,TPEX_OTC,"25",電腦及週邊設備業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",81.4,+0.00,+0.00%,7043,"2026-04-13"
"4991",環宇-KY,TPEX_OTC,"24",半導體業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",583.0,+31.00,+5.62%,1322574,"2026-04-13"
"4995",晶達,TPEX_OTC,"26",光電業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",41.4,+0.00,+0.00%,21086,"2026-04-13"
"5009",榮剛,TPEX_OTC,"10",鋼鐵工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",31.15,-0.80,-2.50%,2955115,"2026-04-13"
"5011",久陽,TPEX_OTC,"10",鋼鐵工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",13.15,+0.05,+0.38%,261952,"2026-04-13"
"5013",強新,TPEX_OTC,"10",鋼鐵工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",31.4,+1.70,+5.72%,32077,"2026-04-13"
"5014",建錩,TPEX_OTC,"10",鋼鐵工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",10.2,-0.05,-0.49%,229396,"2026-04-13"
"5015",華祺,TPEX_OTC,"10",鋼鐵工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",25.3,-0.10,-0.39%,13535,"2026-04-13"
"5016",松和,TPEX_OTC,"10",鋼鐵工業,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap03_O,"1150412","2026-04-13T14:37:21+0800",30.05,-2.25,-6.97%,455323,"2026-04-13"
