"stock_code","stock_name","market","industry_code","industry_name","source_url","source_as_of","synced_at","close_price","change_val","change_pct","volume","quote_date"
"1101",台泥,TWSE_LISTED,"01",水泥工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.4,+0.30,+1.20%,52862166,"2026-04-10"
"1102",亞泥,TWSE_LISTED,"01",水泥工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",35.65,-0.25,-0.70%,10774056,"2026-04-10"
"1103",嘉泥,TWSE_LISTED,"01",水泥工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.85,+0.15,+1.09%,370724,"2026-04-10"
"1104",環泥,TWSE_LISTED,"01",水泥工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",29.5,+0.30,+1.03%,366993,"2026-04-10"
"1108",幸福,TWSE_LISTED,"01",水泥工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.85,+0.05,+0.34%,567774,"2026-04-10"
"1109",信大,TWSE_LISTED,"01",水泥工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.4,-0.05,-0.32%,61179,"2026-04-10"
"1110",東泥,TWSE_LISTED,"01",水泥工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.2,-0.20,-1.30%,126766,"2026-04-10"
"1201",味全,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.35,+0.00,+0.00%,289906,"2026-04-10"
"1203",味王,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",40.45,+0.55,+1.38%,17748,"2026-04-10"
"1210",大成,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",54.3,-0.10,-0.18%,1268840,"2026-04-10"
"1213",大飲,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",9.5,+0.05,+0.53%,4151,"2026-04-10"
"1215",卜蜂,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",143.5,+2.50,+1.77%,1115622,"2026-04-10"
"1216",統一,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",71.8,-0.20,-0.28%,13670845,"2026-04-10"
"1217",愛之味,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.25,+0.00,+0.00%,201475,"2026-04-10"
"1218",泰山,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",19.35,+0.00,+0.00%,615123,"2026-04-10"
"1219",福壽,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.2,+0.25,+1.79%,684101,"2026-04-10"
"1220",台榮,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.5,+0.00,+0.00%,69142,"2026-04-10"
"1225",福懋油,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.65,+0.20,+0.62%,214974,"2026-04-10"
"1227",佳格,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.05,-0.05,-0.17%,473786,"2026-04-10"
"1229",聯華,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",44.35,-0.30,-0.67%,1883682,"2026-04-10"
"1231",聯華食,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",91.1,-1.20,-1.30%,426383,"2026-04-10"
"1232",大統益,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",150.0,-0.50,-0.33%,104928,"2026-04-10"
"1233",天仁,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",29.45,+0.15,+0.51%,12262,"2026-04-10"
"1234",黑松,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",35.75,-0.10,-0.28%,107977,"2026-04-10"
"1235",興泰,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",44.1,+1.10,+2.56%,38091,"2026-04-10"
"1236",宏亞,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",25.55,+0.15,+0.59%,29325,"2026-04-10"
"1256",鮮活果汁-KY,TWSE_LISTED,"02",食品工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",152.5,+2.50,+1.67%,45156,"2026-04-10"
"1301",台塑,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",46.95,-0.45,-0.95%,15739912,"2026-04-10"
"1303",南亞,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",81.6,-3.60,-4.23%,91721968,"2026-04-10"
"1304",台聚,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.95,+0.10,+0.63%,19738365,"2026-04-10"
"1305",華夏,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.7,+0.30,+1.83%,11267696,"2026-04-10"
"1307",三芳,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.8,+0.40,+1.27%,612825,"2026-04-10"
"1308",亞聚,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.55,-0.30,-1.78%,10120122,"2026-04-10"
"1309",台達化,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",22.6,-0.85,-3.62%,20647258,"2026-04-10"
"1310",台苯,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.3,-0.20,-1.90%,8319020,"2026-04-10"
"1312",國喬,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.6,-0.20,-1.56%,9500390,"2026-04-10"
"1313",聯成,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.75,-0.15,-1.26%,4760048,"2026-04-10"
"1314",中石化,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",7.71,-0.33,-4.10%,83254433,"2026-04-10"
"1315",達新,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",64.9,+0.10,+0.15%,16753,"2026-04-10"
"1316",上曜,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.15,+0.10,+0.83%,1368348,"2026-04-10"
"1319",東陽,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",80.5,+0.40,+0.50%,1793363,"2026-04-10"
"1321",大洋,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",33.25,-0.15,-0.45%,178483,"2026-04-10"
"1323",永裕,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.75,-0.15,-0.68%,160775,"2026-04-10"
"1324",地球,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.4,-0.45,-3.80%,304890,"2026-04-10"
"1325",恆大,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.8,-0.15,-0.56%,189491,"2026-04-10"
"1326",台化,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",45.45,-0.15,-0.33%,18559421,"2026-04-10"
"1337",再生-KY,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",5.53,-0.09,-1.60%,801065,"2026-04-10"
"1338",廣華-KY,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.4,+0.80,+5.13%,311732,"2026-04-10"
"1339",昭輝,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",41.55,+0.05,+0.12%,56948,"2026-04-10"
"1340",勝悅-KY,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",6.48,-0.10,-1.52%,563006,"2026-04-10"
"1341",富林-KY,TWSE_LISTED,"03",塑膠工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",59.8,+0.10,+0.17%,11052,"2026-04-10"
"1342",八貫,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",88.1,+0.30,+0.34%,138964,"2026-04-10"
"1402",遠東新,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.65,-0.25,-0.93%,13560941,"2026-04-10"
"1409",新纖,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.55,+0.70,+4.42%,11363931,"2026-04-10"
"1410",南染,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.45,-0.10,-0.32%,68727,"2026-04-10"
"1413",宏洲,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",9.87,-0.06,-0.60%,8892,"2026-04-10"
"1414",東和,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.7,-0.25,-1.47%,223756,"2026-04-10"
"1416",廣豐,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.55,-0.05,-0.43%,137086,"2026-04-10"
"1417",嘉裕,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",9.0,-0.05,-0.55%,136208,"2026-04-10"
"1418",東華,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.75,-0.10,-0.53%,8165,"2026-04-10"
"1419",新紡,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",62.6,-0.10,-0.16%,118002,"2026-04-10"
"1423",利華,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",40.15,+0.20,+0.50%,34324,"2026-04-10"
"1432",大魯閣,TWSE_LISTED,"37",運動休閒,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",17.35,-0.10,-0.57%,376035,"2026-04-10"
"1434",福懋,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.4,+0.00,+0.00%,1224039,"2026-04-10"
"1435",中福,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",,"","",10,"2026-04-10"
"1436",華友聯,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",52.4,-0.60,-1.13%,244460,"2026-04-10"
"1437",勤益控,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.6,+0.10,+0.33%,65042,"2026-04-10"
"1438",三地開發,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",28.7,+0.30,+1.06%,39002,"2026-04-10"
"1439",雋揚,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",27.85,+0.05,+0.18%,40203,"2026-04-10"
"1440",南紡,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.75,+0.10,+0.79%,1356040,"2026-04-10"
"1441",大東,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",9.79,-0.15,-1.51%,19461,"2026-04-10"
"1442",名軒,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.2,-0.20,-0.76%,627762,"2026-04-10"
"1443",立益物流,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",22.9,-0.70,-2.97%,43620,"2026-04-10"
"1444",力麗,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",6.25,+0.03,+0.48%,527988,"2026-04-10"
"1445",大宇,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.55,+0.15,+1.21%,92870,"2026-04-10"
"1446",宏和,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.4,+0.00,+0.00%,118879,"2026-04-10"
"1447",力鵬,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",5.05,-0.01,-0.20%,1233432,"2026-04-10"
"1449",佳和,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",15.75,-0.65,-3.96%,14383447,"2026-04-10"
"1451",年興,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.35,+0.05,+0.27%,180347,"2026-04-10"
"1452",宏益,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.9,-0.15,-1.24%,71913,"2026-04-10"
"1453",大將,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.1,+0.00,+0.00%,69039,"2026-04-10"
"1454",台富,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.55,-0.30,-2.33%,106195,"2026-04-10"
"1455",集盛,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",8.41,-0.04,-0.47%,475003,"2026-04-10"
"1456",怡華,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.55,+0.55,+3.93%,138304,"2026-04-10"
"1457",宜進,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",14.85,-0.50,-3.26%,551212,"2026-04-10"
"1459",聯發,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.6,-0.05,-0.43%,71278,"2026-04-10"
"1460",宏遠,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",7.0,+0.00,+0.00%,544413,"2026-04-10"
"1463",強盛新,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",18.0,+0.05,+0.28%,52771,"2026-04-10"
"1464",得力,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.35,+0.10,+0.98%,472622,"2026-04-10"
"1465",偉全,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.3,+0.05,+0.41%,73076,"2026-04-10"
"1466",聚隆,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.85,-0.15,-0.88%,224058,"2026-04-10"
"1467",南緯,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",7.02,-0.03,-0.43%,110087,"2026-04-10"
"1468",昶和,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.4,+0.10,+0.81%,47001,"2026-04-10"
"1470",大統新創,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",22.2,+0.10,+0.45%,2001,"2026-04-10"
"1471",首利,TWSE_LISTED,"28",電子零組件業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.0,-0.10,-0.83%,403558,"2026-04-10"
"1472",三洋實業,TWSE_LISTED,"14",建材營造,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",95.0,-1.40,-1.45%,14080,"2026-04-10"
"1473",台南,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.8,-0.20,-0.83%,48762,"2026-04-10"
"1474",弘裕,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",10.1,+0.11,+1.10%,117837,"2026-04-10"
"1475",業旺,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.15,+0.95,+3.25%,84877,"2026-04-10"
"1476",儒鴻,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",328.5,-1.50,-0.45%,687483,"2026-04-10"
"1477",聚陽,TWSE_LISTED,"04",紡織纖維,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",219.5,-3.00,-1.35%,1023621,"2026-04-10"
"1503",士電,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",186.0,+3.00,+1.64%,889906,"2026-04-10"
"1504",東元,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",59.7,+0.20,+0.34%,7913374,"2026-04-10"
"1506",正道,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.05,-0.10,-0.90%,55287,"2026-04-10"
"1512",瑞利,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",7.44,+0.00,+0.00%,84695,"2026-04-10"
"1513",中興電,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",150.5,+0.50,+0.33%,2021743,"2026-04-10"
"1514",亞力,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",104.5,+1.50,+1.46%,1383867,"2026-04-10"
"1515",力山,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.1,-0.70,-2.94%,375472,"2026-04-10"
"1516",川飛,TWSE_LISTED,"20",其他,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",20.5,+0.20,+0.99%,13799,"2026-04-10"
"1517",利奇,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",11.1,+0.00,+0.00%,177362,"2026-04-10"
"1519",華城,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",814.0,+8.00,+0.99%,969254,"2026-04-10"
"1521",大億,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",24.85,-0.20,-0.80%,49127,"2026-04-10"
"1522",堤維西,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",31.35,-0.30,-0.95%,648759,"2026-04-10"
"1524",耿鼎,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",29.75,-0.10,-0.34%,588769,"2026-04-10"
"1525",江申,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",61.6,-0.80,-1.28%,49187,"2026-04-10"
"1526",日馳,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.3,+0.00,+0.00%,130477,"2026-04-10"
"1527",鑽全,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",32.5,+0.05,+0.15%,143112,"2026-04-10"
"1528",恩德,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",27.2,+0.15,+0.55%,19388401,"2026-04-10"
"1529",樂事綠能,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",23.7,-1.20,-4.82%,2350584,"2026-04-10"
"1530",亞崴,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.7,+0.10,+0.38%,24357,"2026-04-10"
"1531",高林股,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",13.2,+0.10,+0.76%,230448,"2026-04-10"
"1532",勤美,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.85,-0.25,-1.13%,577427,"2026-04-10"
"1533",車王電,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",30.5,-0.30,-0.97%,74646,"2026-04-10"
"1535",中宇,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",52.1,-0.30,-0.57%,80372,"2026-04-10"
"1536",和大,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",48.55,+0.40,+0.83%,923097,"2026-04-10"
"1537",廣隆,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",125.0,+1.00,+0.81%,61395,"2026-04-10"
"1538",正峰,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",12.65,-0.10,-0.78%,24622,"2026-04-10"
"1539",巨庭,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",16.35,-0.05,-0.30%,59151,"2026-04-10"
"1540",喬福,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",21.85,-0.10,-0.46%,240017,"2026-04-10"
"1541",錩泰,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",26.0,-0.55,-2.07%,34204,"2026-04-10"
"1558",伸興,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",92.7,+0.50,+0.54%,39287,"2026-04-10"
"1560",中砂,TWSE_LISTED,"05",電機機械,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",516.0,+8.00,+1.57%,2437668,"2026-04-10"
"1563",巧新,TWSE_LISTED,"12",汽車工業,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,"1150412","2026-04-13T14:37:21+0800",42.15,+0.10,+0.24%,607025,"2026-04-10"
